REF_DATE,GEO,Gender,Group,Total_Value
2011,Alberta,Total,25 to 44 years,1157650
2011,Alberta,Total,45 to 64 years,1000061
2011,Alberta,Total,65 to 74 years,221833
2011,Alberta,Total,75 years and older,184693
2011,Alberta,Female,11 years and younger,272592
2011,Alberta,Female,12 to 17 years,136310
2011,Alberta,Female,18 to 24 years,187486
2011,Alberta,Female,25 to 44 years,563074
2011,Alberta,Female,45 to 64 years,486118
2011,Alberta,Female,65 to 74 years,114520
2011,Alberta,Female,75 years and older,108119
2011,British Columbia,Male,11 years and younger,276125
2011,British Columbia,Male,12 to 17 years,164329
2011,British Columbia,Male,18 to 24 years,213897
2011,British Columbia,Male,25 to 44 years,612763
2011,British Columbia,Male,45 to 64 years,652204
2011,British Columbia,Male,65 to 74 years,182322
2011,British Columbia,Male,75 years and older,135853
2011,British Columbia,Total,11 years and younger,535187
2011,British Columbia,Total,12 to 17 years,314760
2011,British Columbia,Total,18 to 24 years,418171
2011,British Columbia,Total,25 to 44 years,1235351
2011,British Columbia,Total,45 to 64 years,1311738
2011,British Columbia,Total,65 to 74 years,371619
2011,British Columbia,Total,75 years and older,316066
2011,British Columbia,Female,11 years and younger,259062
2011,British Columbia,Female,12 to 17 years,150431
2011,British Columbia,Female,18 to 24 years,204274
2011,British Columbia,Female,25 to 44 years,622588
2011,British Columbia,Female,45 to 64 years,659534
2011,British Columbia,Female,65 to 74 years,189297
2011,British Columbia,Female,75 years and older,180213
2011,Canada,Male,11 years and younger,2282760
2011,Canada,Male,12 to 17 years,1278747
2011,Canada,Male,18 to 24 years,1665125
2011,Canada,Male,25 to 44 years,4676902
2011,Canada,Male,45 to 64 years,4906839
2011,Canada,Male,65 to 74 years,1287239
2011,Canada,Male,75 years and older,914597
2011,Canada,Total,11 years and younger,4451400
2011,Canada,Total,12 to 17 years,2487626
2011,Canada,Total,18 to 24 years,3276978
2011,Canada,Total,25 to 44 years,9353500
2011,Canada,Total,45 to 64 years,9814562
2011,Canada,Total,65 to 74 years,2684848
2011,Canada,Total,75 years and older,2264276
2011,Canada,Female,11 years and younger,2168640
2011,Canada,Female,12 to 17 years,1208879
2011,Canada,Female,18 to 24 years,1611853
2011,Canada,Female,25 to 44 years,4676598
2011,Canada,Female,45 to 64 years,4907723
2011,Canada,Female,65 to 74 years,1397609
2011,Canada,Female,75 years and older,1349679
2011,Manitoba,Male,11 years and younger,94555
2011,Manitoba,Male,12 to 17 years,51813
2011,Manitoba,Male,18 to 24 years,62460
2011,Manitoba,Male,25 to 44 years,159728
2011,Manitoba,Male,45 to 64 years,167649
2011,Manitoba,Male,65 to 74 years,42593
2011,Manitoba,Male,75 years and older,32761
2011,Manitoba,Total,11 years and younger,184781
2011,Manitoba,Total,12 to 17 years,100946
2011,Manitoba,Total,18 to 24 years,123184
2011,Manitoba,Total,25 to 44 years,321359
2011,Manitoba,Total,45 to 64 years,330717
2011,Manitoba,Total,65 to 74 years,88652
2011,Manitoba,Total,75 years and older,83412
2011,Manitoba,Female,11 years and younger,90226
2011,Manitoba,Female,12 to 17 years,49133
2011,Manitoba,Female,18 to 24 years,60724
2011,Manitoba,Female,25 to 44 years,161631
2011,Manitoba,Female,45 to 64 years,163068
2011,Manitoba,Female,65 to 74 years,46059
2011,Manitoba,Female,75 years and older,50651
2011,New Brunswick,Male,11 years and younger,45275
2011,New Brunswick,Male,12 to 17 years,26774
2011,New Brunswick,Male,18 to 24 years,34776
2011,New Brunswick,Male,25 to 44 years,95756
2011,New Brunswick,Male,45 to 64 years,116369
2011,New Brunswick,Male,65 to 74 years,33155
2011,New Brunswick,Male,75 years and older,21485
2011,New Brunswick,Total,11 years and younger,88099
2011,New Brunswick,Total,12 to 17 years,51500
2011,New Brunswick,Total,18 to 24 years,66816
2011,New Brunswick,Total,25 to 44 years,191658
2011,New Brunswick,Total,45 to 64 years,234889
2011,New Brunswick,Total,65 to 74 years,67851
2011,New Brunswick,Total,75 years and older,54589
2011,New Brunswick,Female,11 years and younger,42824
2011,New Brunswick,Female,12 to 17 years,24726
2011,New Brunswick,Female,18 to 24 years,32040
2011,New Brunswick,Female,25 to 44 years,95902
2011,New Brunswick,Female,45 to 64 years,118520
2011,New Brunswick,Female,65 to 74 years,34696
2011,New Brunswick,Female,75 years and older,33104
2011,Newfoundland and Labrador,Male,11 years and younger,31087
2011,Newfoundland and Labrador,Male,12 to 17 years,17568
2011,Newfoundland and Labrador,Male,18 to 24 years,22965
2011,Newfoundland and Labrador,Male,25 to 44 years,66680
2011,Newfoundland and Labrador,Male,45 to 64 years,82993
2011,Newfoundland and Labrador,Male,65 to 74 years,24017
2011,Newfoundland and Labrador,Male,75 years and older,13703
2011,Newfoundland and Labrador,Total,11 years and younger,60538
2011,Newfoundland and Labrador,Total,12 to 17 years,34421
2011,Newfoundland and Labrador,Total,18 to 24 years,44976
2011,Newfoundland and Labrador,Total,25 to 44 years,135695
2011,Newfoundland and Labrador,Total,45 to 64 years,167005
2011,Newfoundland and Labrador,Total,65 to 74 years,48996
2011,Newfoundland and Labrador,Total,75 years and older,33257
2011,Newfoundland and Labrador,Female,11 years and younger,29451
2011,Newfoundland and Labrador,Female,12 to 17 years,16853
2011,Newfoundland and Labrador,Female,18 to 24 years,22011
2011,Newfoundland and Labrador,Female,25 to 44 years,69015
2011,Newfoundland and Labrador,Female,45 to 64 years,84012
2011,Newfoundland and Labrador,Female,65 to 74 years,24979
2011,Newfoundland and Labrador,Female,75 years and older,19554
2011,Northwest Territories,Male,11 years and younger,3728
2011,Northwest Territories,Male,12 to 17 years,1990
2011,Northwest Territories,Male,18 to 24 years,2589
2011,Northwest Territories,Male,25 to 44 years,7009
2011,Northwest Territories,Male,45 to 64 years,5788
2011,Northwest Territories,Male,65 to 74 years,833
2011,Northwest Territories,Male,75 years and older,384
2011,Northwest Territories,Total,11 years and younger,7391
2011,Northwest Territories,Total,12 to 17 years,3849
2011,Northwest Territories,Total,18 to 24 years,5100
2011,Northwest Territories,Total,25 to 44 years,13791
2011,Northwest Territories,Total,45 to 64 years,10938
2011,Northwest Territories,Total,65 to 74 years,1579
2011,Northwest Territories,Total,75 years and older,843
2011,Northwest Territories,Female,11 years and younger,3663
2011,Northwest Territories,Female,12 to 17 years,1859
2011,Northwest Territories,Female,18 to 24 years,2511
2011,Northwest Territories,Female,25 to 44 years,6782
2011,Northwest Territories,Female,45 to 64 years,5150
2011,Northwest Territories,Female,65 to 74 years,746
2011,Northwest Territories,Female,75 years and older,459
2011,Nova Scotia,Male,11 years and younger,55416
2011,Nova Scotia,Male,12 to 17 years,32973
2011,Nova Scotia,Male,18 to 24 years,45699
2011,Nova Scotia,Male,25 to 44 years,117995
2011,Nova Scotia,Male,45 to 64 years,142896
2011,Nova Scotia,Male,65 to 74 years,41405
2011,Nova Scotia,Male,75 years and older,26768
2011,Nova Scotia,Total,11 years and younger,107664
2011,Nova Scotia,Total,12 to 17 years,64058
2011,Nova Scotia,Total,18 to 24 years,88548
2011,Nova Scotia,Total,25 to 44 years,237917
2011,Nova Scotia,Total,45 to 64 years,291929
2011,Nova Scotia,Total,65 to 74 years,85816
2011,Nova Scotia,Total,75 years and older,67924
2011,Nova Scotia,Female,11 years and younger,52248
2011,Nova Scotia,Female,12 to 17 years,31085
2011,Nova Scotia,Female,18 to 24 years,42849
2011,Nova Scotia,Female,25 to 44 years,119922
2011,Nova Scotia,Female,45 to 64 years,149033
2011,Nova Scotia,Female,65 to 74 years,44411
2011,Nova Scotia,Female,75 years and older,41156
2011,Nunavut,Male,11 years and younger,4579
2011,Nunavut,Male,12 to 17 years,2002
2011,Nunavut,Male,18 to 24 years,2346
2011,Nunavut,Male,25 to 44 years,5095
2011,Nunavut,Male,45 to 64 years,3113
2011,Nunavut,Male,65 to 74 years,416
2011,Nunavut,Male,75 years and older,144
2011,Nunavut,Total,11 years and younger,8946
2011,Nunavut,Total,12 to 17 years,3897
2011,Nunavut,Total,18 to 24 years,4510
2011,Nunavut,Total,25 to 44 years,10007
2011,Nunavut,Total,45 to 64 years,5746
2011,Nunavut,Total,65 to 74 years,774
2011,Nunavut,Total,75 years and older,303
2011,Nunavut,Female,11 years and younger,4367
2011,Nunavut,Female,12 to 17 years,1895
2011,Nunavut,Female,18 to 24 years,2164
2011,Nunavut,Female,25 to 44 years,4912
2011,Nunavut,Female,45 to 64 years,2633
2011,Nunavut,Female,65 to 74 years,358
2011,Nunavut,Female,75 years and older,159
2011,Ontario,Male,11 years and younger,889086
2011,Ontario,Male,12 to 17 years,513481
2011,Ontario,Male,18 to 24 years,652404
2011,Ontario,Male,25 to 44 years,1765164
2011,Ontario,Male,45 to 64 years,1861068
2011,Ontario,Male,65 to 74 years,479213
2011,Ontario,Male,75 years and older,354350
2011,Ontario,Total,11 years and younger,1733516
2011,Ontario,Total,12 to 17 years,999099
2011,Ontario,Total,18 to 24 years,1288698
2011,Ontario,Total,25 to 44 years,3592267
2011,Ontario,Total,45 to 64 years,3760084
2011,Ontario,Total,65 to 74 years,1011890
2011,Ontario,Total,75 years and older,874724
2011,Ontario,Female,11 years and younger,844430
2011,Ontario,Female,12 to 17 years,485618
2011,Ontario,Female,18 to 24 years,636294
2011,Ontario,Female,25 to 44 years,1827103
2011,Ontario,Female,45 to 64 years,1899016
2011,Ontario,Female,65 to 74 years,532677
2011,Ontario,Female,75 years and older,520374
2011,Prince Edward Island,Male,11 years and younger,9117
2011,Prince Edward Island,Male,12 to 17 years,5667
2011,Prince Edward Island,Male,18 to 24 years,6789
2011,Prince Edward Island,Male,25 to 44 years,17030
2011,Prince Edward Island,Male,45 to 64 years,21477
2011,Prince Edward Island,Male,65 to 74 years,6144
2011,Prince Edward Island,Male,75 years and older,4019
2011,Prince Edward Island,Total,11 years and younger,18001
2011,Prince Edward Island,Total,12 to 17 years,10951
2011,Prince Edward Island,Total,18 to 24 years,13482
2011,Prince Edward Island,Total,25 to 44 years,34815
2011,Prince Edward Island,Total,45 to 64 years,43785
2011,Prince Edward Island,Total,65 to 74 years,12664
2011,Prince Edward Island,Total,75 years and older,10193
2011,Prince Edward Island,Female,11 years and younger,8884
2011,Prince Edward Island,Female,12 to 17 years,5284
2011,Prince Edward Island,Female,18 to 24 years,6693
2011,Prince Edward Island,Female,25 to 44 years,17785
2011,Prince Edward Island,Female,45 to 64 years,22308
2011,Prince Edward Island,Female,65 to 74 years,6520
2011,Prince Edward Island,Female,75 years and older,6174
2011,Quebec,Male,11 years and younger,502177
2011,Quebec,Male,12 to 17 years,272745
2011,Quebec,Male,18 to 24 years,368665
2011,Quebec,Male,25 to 44 years,1090296
2011,Quebec,Male,45 to 64 years,1188375
2011,Quebec,Male,65 to 74 years,332156
2011,Quebec,Male,75 years and older,216627
2011,Quebec,Total,11 years and younger,982909
2011,Quebec,Total,12 to 17 years,536690
2011,Quebec,Total,18 to 24 years,728788
2011,Quebec,Total,25 to 44 years,2138957
2011,Quebec,Total,45 to 64 years,2361199
2011,Quebec,Total,65 to 74 years,695526
2011,Quebec,Total,75 years and older,559278
2011,Quebec,Female,11 years and younger,480732
2011,Quebec,Female,12 to 17 years,263945
2011,Quebec,Female,18 to 24 years,360123
2011,Quebec,Female,25 to 44 years,1048661
2011,Quebec,Female,45 to 64 years,1172824
2011,Quebec,Female,65 to 74 years,363370
2011,Quebec,Female,75 years and older,342651
2011,Saskatchewan,Male,11 years and younger,82265
2011,Saskatchewan,Male,12 to 17 years,43297
2011,Saskatchewan,Male,18 to 24 years,55904
2011,Saskatchewan,Male,25 to 44 years,139748
2011,Saskatchewan,Male,45 to 64 years,145117
2011,Saskatchewan,Male,65 to 74 years,36508
2011,Saskatchewan,Male,75 years and older,31454
2011,Saskatchewan,Total,11 years and younger,160121
2011,Saskatchewan,Total,12 to 17 years,83817
2011,Saskatchewan,Total,18 to 24 years,108993
2011,Saskatchewan,Total,25 to 44 years,273723
2011,Saskatchewan,Total,45 to 64 years,285151
2011,Saskatchewan,Total,65 to 74 years,75576
2011,Saskatchewan,Total,75 years and older,77959
2011,Saskatchewan,Female,11 years and younger,77856
2011,Saskatchewan,Female,12 to 17 years,40520
2011,Saskatchewan,Female,18 to 24 years,53089
2011,Saskatchewan,Female,25 to 44 years,133975
2011,Saskatchewan,Female,45 to 64 years,140034
2011,Saskatchewan,Female,65 to 74 years,39068
2011,Saskatchewan,Female,75 years and older,46505
2011,Yukon,Male,11 years and younger,2418
2011,Yukon,Male,12 to 17 years,1284
2011,Yukon,Male,18 to 24 years,1806
2011,Yukon,Male,25 to 44 years,5062
2011,Yukon,Male,45 to 64 years,5847
2011,Yukon,Male,65 to 74 years,1164
2011,Yukon,Male,75 years and older,475
2011,Yukon,Total,11 years and younger,4723
2011,Yukon,Total,12 to 17 years,2504
2011,Yukon,Total,18 to 24 years,3401
2011,Yukon,Total,25 to 44 years,10310
2011,Yukon,Total,45 to 64 years,11320
2011,Yukon,Total,65 to 74 years,2072
2011,Yukon,Total,75 years and older,1035
2011,Yukon,Female,11 years and younger,2305
2011,Yukon,Female,12 to 17 years,1220
2011,Yukon,Female,18 to 24 years,1595
2011,Yukon,Female,25 to 44 years,5248
2011,Yukon,Female,45 to 64 years,5473
2011,Yukon,Female,65 to 74 years,908
2011,Yukon,Female,75 years and older,560
2012,Alberta,Male,11 years and younger,296017
2012,Alberta,Male,12 to 17 years,144591
2012,Alberta,Male,18 to 24 years,196689
2012,Alberta,Male,25 to 44 years,609743
2012,Alberta,Male,45 to 64 years,520617
2012,Alberta,Male,65 to 74 years,114885
2012,Alberta,Male,75 years and older,78924
2012,Alberta,Total,11 years and younger,577418
2012,Alberta,Total,12 to 17 years,280699
2012,Alberta,Total,18 to 24 years,383402
2012,Alberta,Total,25 to 44 years,1189663
2012,Alberta,Total,45 to 64 years,1014713
2012,Alberta,Total,65 to 74 years,236453
2012,Alberta,Total,75 years and older,189082
2012,Alberta,Female,11 years and younger,281401
2012,Alberta,Female,12 to 17 years,136108
2012,Alberta,Female,18 to 24 years,186713
2012,Alberta,Female,25 to 44 years,579920
2012,Alberta,Female,45 to 64 years,494096
2012,Alberta,Female,65 to 74 years,121568
2012,Alberta,Female,75 years and older,110158
2012,British Columbia,Male,11 years and younger,276589
2012,British Columbia,Male,12 to 17 years,160872
2012,British Columbia,Male,18 to 24 years,221793
2012,British Columbia,Male,25 to 44 years,617913
2012,British Columbia,Male,45 to 64 years,659007
2012,British Columbia,Male,65 to 74 years,193771
2012,British Columbia,Male,75 years and older,139221
2012,British Columbia,Total,11 years and younger,537178
2012,British Columbia,Total,12 to 17 years,308986
2012,British Columbia,Total,18 to 24 years,429714
2012,British Columbia,Total,25 to 44 years,1247688
2012,British Columbia,Total,45 to 64 years,1329115
2012,British Columbia,Total,65 to 74 years,394871
2012,British Columbia,Total,75 years and older,322255
2012,British Columbia,Female,11 years and younger,260589
2012,British Columbia,Female,12 to 17 years,148114
2012,British Columbia,Female,18 to 24 years,207921
2012,British Columbia,Female,25 to 44 years,629775
2012,British Columbia,Female,45 to 64 years,670108
2012,British Columbia,Female,65 to 74 years,201100
2012,British Columbia,Female,75 years and older,183034
2012,Canada,Male,11 years and younger,2304784
2012,Canada,Male,12 to 17 years,1256824
2012,Canada,Male,18 to 24 years,1692882
2012,Canada,Male,25 to 44 years,4708686
2012,Canada,Male,45 to 64 years,4937467
2012,Canada,Male,65 to 74 years,1365475
2012,Canada,Male,75 years and older,940232
2012,Canada,Total,11 years and younger,4500810
2012,Canada,Total,12 to 17 years,2442063
2012,Canada,Total,18 to 24 years,3308059
2012,Canada,Total,25 to 44 years,9422213
2012,Canada,Total,45 to 64 years,9885519
2012,Canada,Total,65 to 74 years,2838557
2012,Canada,Total,75 years and older,2309571
2012,Canada,Female,11 years and younger,2196026
2012,Canada,Female,12 to 17 years,1185239
2012,Canada,Female,18 to 24 years,1615177
2012,Canada,Female,25 to 44 years,4713527
2012,Canada,Female,45 to 64 years,4948052
2012,Canada,Female,65 to 74 years,1473082
2012,Canada,Female,75 years and older,1369339
2012,Manitoba,Male,11 years and younger,95671
2012,Manitoba,Male,12 to 17 years,51514
2012,Manitoba,Male,18 to 24 years,63736
2012,Manitoba,Male,25 to 44 years,163048
2012,Manitoba,Male,45 to 64 years,167559
